geo_type,region,transportation_type,alternative_name,sub-region,country,dates,relative_mobility
city,Providence,driving,NA,Rhode Island,United States,2020-09-07,126.62
city,Providence,driving,NA,Rhode Island,United States,2020-09-08,149.88
city,Providence,driving,NA,Rhode Island,United States,2020-09-09,144.6
city,Providence,driving,NA,Rhode Island,United States,2020-09-10,144.62
city,Providence,driving,NA,Rhode Island,United States,2020-09-11,175.26
city,Providence,driving,NA,Rhode Island,United States,2020-09-12,169.88
city,Providence,driving,NA,Rhode Island,United States,2020-09-13,124.7
city,Providence,driving,NA,Rhode Island,United States,2020-09-14,136.29
city,Providence,driving,NA,Rhode Island,United States,2020-09-15,142.27
city,Providence,driving,NA,Rhode Island,United States,2020-09-16,143.35
city,Providence,driving,NA,Rhode Island,United States,2020-09-17,147.34
city,Providence,transit,NA,Rhode Island,United States,2020-01-13,100
city,Providence,transit,NA,Rhode Island,United States,2020-01-14,109.23
city,Providence,transit,NA,Rhode Island,United States,2020-01-15,107.36
city,Providence,transit,NA,Rhode Island,United States,2020-01-16,103.65
city,Providence,transit,NA,Rhode Island,United States,2020-01-17,105.15
city,Providence,transit,NA,Rhode Island,United States,2020-01-18,81.8
city,Providence,transit,NA,Rhode Island,United States,2020-01-19,79.53
city,Providence,transit,NA,Rhode Island,United States,2020-01-20,98.98
city,Providence,transit,NA,Rhode Island,United States,2020-01-21,127.8
city,Providence,transit,NA,Rhode Island,United States,2020-01-22,116.11
city,Providence,transit,NA,Rhode Island,United States,2020-01-23,118.04
city,Providence,transit,NA,Rhode Island,United States,2020-01-24,120.7
city,Providence,transit,NA,Rhode Island,United States,2020-01-25,99.75
city,Providence,transit,NA,Rhode Island,United States,2020-01-26,78.51
city,Providence,transit,NA,Rhode Island,United States,2020-01-27,124.94
city,Providence,transit,NA,Rhode Island,United States,2020-01-28,116.85
city,Providence,transit,NA,Rhode Island,United States,2020-01-29,114.04
city,Providence,transit,NA,Rhode Island,United States,2020-01-30,116.79
city,Providence,transit,NA,Rhode Island,United States,2020-01-31,122.99
city,Providence,transit,NA,Rhode Island,United States,2020-02-01,103.43
city,Providence,transit,NA,Rhode Island,United States,2020-02-02,77.69
city,Providence,transit,NA,Rhode Island,United States,2020-02-03,109.65
city,Providence,transit,NA,Rhode Island,United States,2020-02-04,112.51
city,Providence,transit,NA,Rhode Island,United States,2020-02-05,116.28
city,Providence,transit,NA,Rhode Island,United States,2020-02-06,106.82
city,Providence,transit,NA,Rhode Island,United States,2020-02-07,107.36
city,Providence,transit,NA,Rhode Island,United States,2020-02-08,110.73
city,Providence,transit,NA,Rhode Island,United States,2020-02-09,80.92
city,Providence,transit,NA,Rhode Island,United States,2020-02-10,105.32
city,Providence,transit,NA,Rhode Island,United States,2020-02-11,113.9
city,Providence,transit,NA,Rhode Island,United States,2020-02-12,116.87
