geo_type,region,transportation_type,alternative_name,sub-region,country,dates,relative_mobility
county,Androscoggin County,driving,NA,Maine,United States,2020-09-05,201.25
county,Androscoggin County,driving,NA,Maine,United States,2020-09-06,160.99
county,Androscoggin County,driving,NA,Maine,United States,2020-09-07,155.18
county,Androscoggin County,driving,NA,Maine,United States,2020-09-08,180.06
county,Androscoggin County,driving,NA,Maine,United States,2020-09-09,163.99
county,Androscoggin County,driving,NA,Maine,United States,2020-09-10,174.84
county,Androscoggin County,driving,NA,Maine,United States,2020-09-11,212.16
county,Androscoggin County,driving,NA,Maine,United States,2020-09-12,211.69
county,Androscoggin County,driving,NA,Maine,United States,2020-09-13,166.14
county,Androscoggin County,driving,NA,Maine,United States,2020-09-14,163.2
county,Androscoggin County,driving,NA,Maine,United States,2020-09-15,161.33
county,Androscoggin County,driving,NA,Maine,United States,2020-09-16,174.5
county,Androscoggin County,driving,NA,Maine,United States,2020-09-17,178.23
county,Aroostook County,driving,NA,Maine,United States,2020-01-13,100
county,Aroostook County,driving,NA,Maine,United States,2020-01-14,78.99
county,Aroostook County,driving,NA,Maine,United States,2020-01-15,83.95
county,Aroostook County,driving,NA,Maine,United States,2020-01-16,75.66
county,Aroostook County,driving,NA,Maine,United States,2020-01-17,96.13
county,Aroostook County,driving,NA,Maine,United States,2020-01-18,113.86
county,Aroostook County,driving,NA,Maine,United States,2020-01-19,74.42
county,Aroostook County,driving,NA,Maine,United States,2020-01-20,91.65
county,Aroostook County,driving,NA,Maine,United States,2020-01-21,74.81
county,Aroostook County,driving,NA,Maine,United States,2020-01-22,84.45
county,Aroostook County,driving,NA,Maine,United States,2020-01-23,81.52
county,Aroostook County,driving,NA,Maine,United States,2020-01-24,103.87
county,Aroostook County,driving,NA,Maine,United States,2020-01-25,89.77
county,Aroostook County,driving,NA,Maine,United States,2020-01-26,70.14
county,Aroostook County,driving,NA,Maine,United States,2020-01-27,82.31
county,Aroostook County,driving,NA,Maine,United States,2020-01-28,85.25
county,Aroostook County,driving,NA,Maine,United States,2020-01-29,82.76
county,Aroostook County,driving,NA,Maine,United States,2020-01-30,85.39
county,Aroostook County,driving,NA,Maine,United States,2020-01-31,106.11
county,Aroostook County,driving,NA,Maine,United States,2020-02-01,103.28
county,Aroostook County,driving,NA,Maine,United States,2020-02-02,82.91
county,Aroostook County,driving,NA,Maine,United States,2020-02-03,89.87
county,Aroostook County,driving,NA,Maine,United States,2020-02-04,74.02
county,Aroostook County,driving,NA,Maine,United States,2020-02-05,90.91
county,Aroostook County,driving,NA,Maine,United States,2020-02-06,79.04
county,Aroostook County,driving,NA,Maine,United States,2020-02-07,59.46
county,Aroostook County,driving,NA,Maine,United States,2020-02-08,116.69
county,Aroostook County,driving,NA,Maine,United States,2020-02-09,75.51
county,Aroostook County,driving,NA,Maine,United States,2020-02-10,75.21
county,Aroostook County,driving,NA,Maine,United States,2020-02-11,95.93
county,Aroostook County,driving,NA,Maine,United States,2020-02-12,91.65
county,Aroostook County,driving,NA,Maine,United States,2020-02-13,81.47
county,Aroostook County,driving,NA,Maine,United States,2020-02-14,112.77
county,Aroostook County,driving,NA,Maine,United States,2020-02-15,119.03
county,Aroostook County,driving,NA,Maine,United States,2020-02-16,98.11
county,Aroostook County,driving,NA,Maine,United States,2020-02-17,105.02
county,Aroostook County,driving,NA,Maine,United States,2020-02-18,100.55
county,Aroostook County,driving,NA,Maine,United States,2020-02-19,96.47
county,Aroostook County,driving,NA,Maine,United States,2020-02-20,98.56
county,Aroostook County,driving,NA,Maine,United States,2020-02-21,105.02
county,Aroostook County,driving,NA,Maine,United States,2020-02-22,94.54
county,Aroostook County,driving,NA,Maine,United States,2020-02-23,90.31
county,Aroostook County,driving,NA,Maine,United States,2020-02-24,89.87
county,Aroostook County,driving,NA,Maine,United States,2020-02-25,84.75
county,Aroostook County,driving,NA,Maine,United States,2020-02-26,91.46
county,Aroostook County,driving,NA,Maine,United States,2020-02-27,71.44
county,Aroostook County,driving,NA,Maine,United States,2020-02-28,109.39
county,Aroostook County,driving,NA,Maine,United States,2020-02-29,103.87
